,date_game,team_name,opposing_team,team_avg_allowed,opp_avg_allowed
43,2017-01-21,Atlanta Hawks,Philadelphia 76ers,104.46666666666667,103.26666666666667
44,2017-01-23,Atlanta Hawks,Los Angeles Clippers,103.83333333333333,105.53333333333333
45,2017-01-25,Atlanta Hawks,Chicago Bulls,104.83333333333333,102.3
46,2017-01-27,Atlanta Hawks,Washington Wizards,105.46666666666667,106.03333333333333
47,2017-01-29,Atlanta Hawks,New York Knicks,105.56666666666666,109.0
48,2017-02-01,Atlanta Hawks,Miami Heat,106.7,104.2
49,2017-02-02,Atlanta Hawks,Houston Rockets,106.93333333333334,108.83333333333333
50,2017-02-04,Atlanta Hawks,Orlando Magic,106.5,110.63333333333334
51,2017-02-06,Atlanta Hawks,Utah Jazz,105.1,95.8
52,2017-02-08,Atlanta Hawks,Denver Nuggets,105.7,112.9
53,2017-02-10,Atlanta Hawks,Sacramento Kings,106.06666666666666,107.36666666666666
54,2017-02-13,Atlanta Hawks,Portland Trail Blazers,106.0,109.0
55,2017-02-15,Atlanta Hawks,Los Angeles Clippers,105.1,107.53333333333333
56,2017-02-24,Atlanta Hawks,Miami Heat,104.36666666666666,104.53333333333333
57,2017-02-25,Atlanta Hawks,Orlando Magic,104.4,110.33333333333333
58,2017-02-27,Atlanta Hawks,Boston Celtics,104.3,108.43333333333334
59,2017-03-01,Atlanta Hawks,Dallas Mavericks,104.5,99.63333333333334
60,2017-03-03,Atlanta Hawks,Cleveland Cavaliers,104.06666666666666,108.8
61,2017-03-05,Atlanta Hawks,Indiana Pacers,105.1,106.06666666666666
62,2017-03-06,Atlanta Hawks,Golden State Warriors,105.06666666666666,106.46666666666667
63,2017-03-08,Atlanta Hawks,Brooklyn Nets,105.76666666666667,114.2
64,2017-03-10,Atlanta Hawks,Toronto Raptors,105.53333333333333,104.1
65,2017-03-11,Atlanta Hawks,Memphis Grizzlies,105.76666666666667,104.36666666666666
66,2017-03-13,Atlanta Hawks,San Antonio Spurs,105.63333333333334,98.9
67,2017-03-16,Atlanta Hawks,Memphis Grizzlies,106.46666666666667,103.1
68,2017-03-18,Atlanta Hawks,Portland Trail Blazers,106.66666666666667,109.0
69,2017-03-20,Atlanta Hawks,Charlotte Hornets,107.0,104.6
70,2017-03-22,Atlanta Hawks,Washington Wizards,107.23333333333333,108.33333333333333
71,2017-03-24,Atlanta Hawks,Milwaukee Bucks,107.13333333333334,104.73333333333333
72,2017-03-26,Atlanta Hawks,Brooklyn Nets,106.53333333333333,111.7
73,2017-03-28,Atlanta Hawks,Phoenix Suns,107.0,115.26666666666667
74,2017-03-29,Atlanta Hawks,Philadelphia 76ers,106.93333333333334,111.6
75,2016-10-26,Boston Celtics,Brooklyn Nets,,
76,2016-10-27,Boston Celtics,Chicago Bulls,117.0,
77,2016-10-29,Boston Celtics,Charlotte Hornets,111.0,93.5
78,2016-11-02,Boston Celtics,Chicago Bulls,106.66666666666667,96.0
79,2016-11-03,Boston Celtics,Cleveland Cavaliers,105.0,99.5
80,2016-11-06,Boston Celtics,Denver Nuggets,109.6,104.8
81,2016-11-09,Boston Celtics,Washington Wizards,111.83333333333333,105.5
82,2016-11-11,Boston Celtics,New York Knicks,112.71428571428571,107.85714285714286
83,2016-11-12,Boston Celtics,Indiana Pacers,109.5,112.77777777777777
84,2016-11-14,Boston Celtics,New Orleans Pelicans,108.33333333333333,109.5
85,2016-11-16,Boston Celtics,Dallas Mavericks,108.1,101.33333333333333
86,2016-11-18,Boston Celtics,Golden State Warriors,105.81818181818181,109.36363636363636
87,2016-11-19,Boston Celtics,Detroit Pistons,105.66666666666667,97.46153846153847
88,2016-11-21,Boston Celtics,Minnesota Timberwolves,104.61538461538461,103.33333333333333
89,2016-11-23,Boston Celtics,Brooklyn Nets,103.78571428571429,113.3076923076923
90,2016-11-25,Boston Celtics,San Antonio Spurs,103.0,98.26666666666667
91,2016-11-28,Boston Celtics,Miami Heat,103.375,97.375
92,2016-11-30,Boston Celtics,Detroit Pistons,103.41176470588235,96.63157894736842
93,2016-12-02,Boston Celtics,Sacramento Kings,104.38888888888889,105.22222222222223
94,2016-12-03,Boston Celtics,Philadelphia 76ers,103.73684210526316,107.78947368421052
95,2016-12-05,Boston Celtics,Houston Rockets,103.85,107.5
96,2016-12-07,Boston Celtics,Orlando Magic,104.0,97.95454545454545
97,2016-12-09,Boston Celtics,Toronto Raptors,103.22727272727273,103.0909090909091
98,2016-12-11,Boston Celtics,Oklahoma City Thunder,103.1304347826087,104.69565217391305
99,2016-12-14,Boston Celtics,San Antonio Spurs,102.95833333333333,97.79166666666667
100,2016-12-16,Boston Celtics,Charlotte Hornets,103.16,102.46153846153847
101,2016-12-18,Boston Celtics,Miami Heat,102.57692307692308,100.18518518518519
102,2016-12-20,Boston Celtics,Memphis Grizzlies,102.29629629629629,96.72413793103448
103,2016-12-22,Boston Celtics,Indiana Pacers,102.53571428571429,106.23333333333333
104,2016-12-23,Boston Celtics,Oklahoma City Thunder,102.51724137931035,105.10344827586206
105,2016-12-25,Boston Celtics,New York Knicks,103.0,107.55172413793103
106,2016-12-27,Boston Celtics,Memphis Grizzlies,102.9,97.06666666666666
107,2016-12-29,Boston Celtics,Cleveland Cavaliers,102.83333333333333,102.96666666666667
108,2016-12-30,Boston Celtics,Miami Heat,103.7,101.4
109,2017-01-03,Boston Celtics,Utah Jazz,104.16666666666667,94.9
110,2017-01-06,Boston Celtics,Philadelphia 76ers,103.36666666666666,106.33333333333333
111,2017-01-07,Boston Celtics,New Orleans Pelicans,102.8,104.53333333333333
112,2017-01-10,Boston Celtics,Toronto Raptors,102.46666666666667,106.23333333333333
113,2017-01-11,Boston Celtics,Washington Wizards,103.36666666666666,106.3
115,2017-01-16,Boston Celtics,Charlotte Hornets,103.5,105.3
116,2017-01-18,Boston Celtics,New York Knicks,104.0,108.73333333333333
117,2017-01-21,Boston Celtics,Portland Trail Blazers,104.43333333333334,109.16666666666667
118,2017-01-24,Boston Celtics,Washington Wizards,105.6,106.16666666666667
119,2017-01-25,Boston Celtics,Houston Rockets,106.6,108.73333333333333
120,2017-01-27,Boston Celtics,Orlando Magic,107.16666666666667,108.3
121,2017-01-28,Boston Celtics,Milwaukee Bucks,106.8,105.66666666666667
122,2017-01-30,Boston Celtics,Detroit Pistons,106.93333333333334,104.53333333333333
123,2017-02-01,Boston Celtics,Toronto Raptors,106.53333333333333,105.66666666666667
124,2017-02-03,Boston Celtics,Los Angeles Lakers,106.93333333333334,110.9
125,2017-02-05,Boston Celtics,Los Angeles Clippers,106.96666666666667,108.63333333333334
126,2017-02-08,Boston Celtics,Sacramento Kings,106.8,107.76666666666667
127,2017-02-09,Boston Celtics,Portland Trail Blazers,107.5,107.93333333333334
128,2017-02-11,Boston Celtics,Utah Jazz,107.83333333333333,95.43333333333334
129,2017-02-13,Boston Celtics,Dallas Mavericks,108.0,100.0
130,2017-02-15,Boston Celtics,Philadelphia 76ers,107.66666666666667,107.23333333333333
131,2017-02-16,Boston Celtics,Chicago Bulls,108.33333333333333,105.26666666666667
132,2017-02-24,Boston Celtics,Toronto Raptors,108.63333333333334,105.56666666666666
133,2017-02-26,Boston Celtics,Detroit Pistons,108.56666666666666,106.63333333333334
135,2017-03-01,Boston Celtics,Cleveland Cavaliers,108.33333333333333,108.96666666666667
136,2017-03-03,Boston Celtics,Los Angeles Lakers,107.83333333333333,110.93333333333334
137,2017-03-05,Boston Celtics,Phoenix Suns,107.56666666666666,110.7
138,2017-03-06,Boston Celtics,Los Angeles Clippers,107.06666666666666,108.56666666666666
139,2017-03-08,Boston Celtics,Golden State Warriors,107.13333333333334,106.46666666666667
140,2017-03-10,Boston Celtics,Denver Nuggets,106.53333333333333,112.73333333333333
141,2017-03-12,Boston Celtics,Chicago Bulls,106.96666666666667,106.1
142,2017-03-15,Boston Celtics,Minnesota Timberwolves,106.03333333333333,104.26666666666667
143,2017-03-17,Boston Celtics,Brooklyn Nets,105.7,114.16666666666667
144,2017-03-19,Boston Celtics,Philadelphia 76ers,105.26666666666667,110.46666666666667
145,2017-03-20,Boston Celtics,Washington Wizards,105.4,108.03333333333333
146,2017-03-22,Boston Celtics,Indiana Pacers,105.53333333333333,102.6
147,2017-03-24,Boston Celtics,Phoenix Suns,104.96666666666667,113.86666666666666
148,2017-03-26,Boston Celtics,Miami Heat,104.73333333333333,100.83333333333333
149,2017-03-29,Boston Celtics,Milwaukee Bucks,104.23333333333333,104.03333333333333
150,2017-03-31,Boston Celtics,Orlando Magic,104.03333333333333,109.66666666666667
152,2016-10-28,Brooklyn Nets,Indiana Pacers,122.0,121.0
153,2016-10-29,Brooklyn Nets,Milwaukee Bucks,108.0,107.0
154,2016-10-31,Brooklyn Nets,Chicago Bulls,108.66666666666667,100.0
155,2016-11-02,Brooklyn Nets,Detroit Pistons,111.0,90.75
156,2016-11-04,Brooklyn Nets,Charlotte Hornets,109.0,96.0
157,2016-11-08,Brooklyn Nets,Minnesota Timberwolves,107.33333333333333,100.4
158,2016-11-09,Brooklyn Nets,New York Knicks,107.71428571428571,109.83333333333333
159,2016-11-12,Brooklyn Nets,Phoenix Suns,108.0,113.0
160,2016-11-14,Brooklyn Nets,Los Angeles Clippers,107.55555555555556,91.9
161,2016-11-15,Brooklyn Nets,Los Angeles Lakers,109.5,107.54545454545455
162,2016-11-18,Brooklyn Nets,Oklahoma City Thunder,110.9090909090909,102.75
163,2016-11-20,Brooklyn Nets,Portland Trail Blazers,112.0,112.42857142857143
165,2016-11-25,Brooklyn Nets,Indiana Pacers,113.14285714285714,107.8125
166,2016-11-27,Brooklyn Nets,Sacramento Kings,113.46666666666667,105.5
167,2016-11-29,Brooklyn Nets,Los Angeles Clippers,114.0,97.38888888888889
168,2016-12-01,Brooklyn Nets,Milwaukee Bucks,114.47058823529412,102.25
169,2016-12-03,Brooklyn Nets,Milwaukee Bucks,114.27777777777777,101.70588235294117
170,2016-12-05,Brooklyn Nets,Washington Wizards,114.15789473684211,105.77777777777777
171,2016-12-07,Brooklyn Nets,Denver Nuggets,114.35,108.95238095238095
172,2016-12-10,Brooklyn Nets,San Antonio Spurs,114.19047619047619,97.65217391304348
173,2016-12-12,Brooklyn Nets,Houston Rockets,114.9090909090909,105.70833333333333
174,2016-12-14,Brooklyn Nets,Los Angeles Lakers,115.21739130434783,111.14814814814815
175,2016-12-16,Brooklyn Nets,Orlando Magic,114.45833333333333,101.29629629629629
176,2016-12-18,Brooklyn Nets,Philadelphia 76ers,114.6,105.65384615384616
177,2016-12-20,Brooklyn Nets,Toronto Raptors,114.34615384615384,102.96296296296296
178,2016-12-22,Brooklyn Nets,Golden State Warriors,114.4074074074074,103.89655172413794
179,2016-12-23,Brooklyn Nets,Cleveland Cavaliers,114.5,102.81481481481481
180,2016-12-26,Brooklyn Nets,Charlotte Hornets,114.65517241379311,102.1
181,2016-12-28,Brooklyn Nets,Chicago Bulls,114.76666666666667,99.86666666666666
182,2016-12-30,Brooklyn Nets,Washington Wizards,114.06666666666666,106.23333333333333
183,2017-01-02,Brooklyn Nets,Utah Jazz,114.86666666666666,94.63333333333334
184,2017-01-05,Brooklyn Nets,Indiana Pacers,114.56666666666666,104.96666666666667
185,2017-01-06,Brooklyn Nets,Cleveland Cavaliers,114.66666666666667,103.53333333333333
186,2017-01-08,Brooklyn Nets,Philadelphia 76ers,115.16666666666667,106.36666666666666
188,2017-01-12,Brooklyn Nets,New Orleans Pelicans,115.6,104.7
189,2017-01-13,Brooklyn Nets,Toronto Raptors,115.4,106.06666666666666
190,2017-01-15,Brooklyn Nets,Houston Rockets,116.33333333333333,108.43333333333334
191,2017-01-17,Brooklyn Nets,Toronto Raptors,116.66666666666667,105.6
192,2017-01-20,Brooklyn Nets,New Orleans Pelicans,116.46666666666667,103.93333333333334
193,2017-01-21,Brooklyn Nets,Charlotte Hornets,116.13333333333334,103.6
194,2017-01-23,Brooklyn Nets,San Antonio Spurs,115.56666666666666,99.43333333333334
195,2017-01-25,Brooklyn Nets,Miami Heat,115.6,105.43333333333334
196,2017-01-27,Brooklyn Nets,Cleveland Cavaliers,115.3,106.36666666666666
197,2017-01-28,Brooklyn Nets,Minnesota Timberwolves,115.36666666666666,105.2
198,2017-01-30,Brooklyn Nets,Miami Heat,115.6,104.66666666666667
199,2017-02-01,Brooklyn Nets,New York Knicks,115.36666666666666,110.56666666666666
200,2017-02-03,Brooklyn Nets,Indiana Pacers,114.8,106.93333333333334
201,2017-02-05,Brooklyn Nets,Toronto Raptors,114.4,106.03333333333333
202,2017-02-07,Brooklyn Nets,Charlotte Hornets,114.13333333333334,105.2
203,2017-02-08,Brooklyn Nets,Washington Wizards,113.5,105.03333333333333
204,2017-02-10,Brooklyn Nets,Miami Heat,113.23333333333333,103.06666666666666
205,2017-02-13,Brooklyn Nets,Memphis Grizzlies,113.6,101.1
206,2017-02-15,Brooklyn Nets,Milwaukee Bucks,113.4,106.43333333333334
207,2017-02-24,Brooklyn Nets,Denver Nuggets,114.1,114.1
208,2017-02-25,Brooklyn Nets,Golden State Warriors,114.53333333333333,105.56666666666666
209,2017-03-01,Brooklyn Nets,Sacramento Kings,114.36666666666666,106.63333333333334
210,2017-03-03,Brooklyn Nets,Utah Jazz,113.73333333333333,96.86666666666666
211,2017-03-04,Brooklyn Nets,Portland Trail Blazers,113.53333333333333,106.9
212,2017-03-06,Brooklyn Nets,Memphis Grizzlies,114.5,102.93333333333334
214,2017-03-10,Brooklyn Nets,Dallas Mavericks,114.5,99.26666666666667
215,2017-03-12,Brooklyn Nets,New York Knicks,113.96666666666667,108.93333333333334
216,2017-03-14,Brooklyn Nets,Oklahoma City Thunder,113.83333333333333,107.8
217,2017-03-16,Brooklyn Nets,New York Knicks,114.4,107.86666666666666
219,2017-03-19,Brooklyn Nets,Dallas Mavericks,113.96666666666667,99.46666666666667
220,2017-03-21,Brooklyn Nets,Detroit Pistons,113.26666666666667,104.5
221,2017-03-23,Brooklyn Nets,Phoenix Suns,111.9,113.6
222,2017-03-24,Brooklyn Nets,Washington Wizards,111.2,108.3
224,2017-03-28,Brooklyn Nets,Philadelphia 76ers,111.03333333333333,111.86666666666666
225,2017-03-30,Brooklyn Nets,Detroit Pistons,110.83333333333333,104.33333333333333
226,2016-10-26,Charlotte Hornets,Milwaukee Bucks,,
227,2016-10-28,Charlotte Hornets,Miami Heat,96.0,96.0
229,2016-11-02,Charlotte Hornets,Philadelphia 76ers,97.0,103.33333333333333
231,2016-11-07,Charlotte Hornets,Indiana Pacers,95.8,111.5
232,2016-11-09,Charlotte Hornets,Utah Jazz,96.5,94.375
233,2016-11-11,Charlotte Hornets,Toronto Raptors,96.71428571428571,96.42857142857143
234,2016-11-13,Charlotte Hornets,Cleveland Cavaliers,98.75,103.125
235,2016-11-15,Charlotte Hornets,Minnesota Timberwolves,98.88888888888889,105.11111111111111
237,2016-11-19,Charlotte Hornets,New Orleans Pelicans,99.45454545454545,106.92307692307692
238,2016-11-21,Charlotte Hornets,Memphis Grizzlies,101.25,97.0
239,2016-11-23,Charlotte Hornets,San Antonio Spurs,101.53846153846153,97.14285714285714
240,2016-11-25,Charlotte Hornets,New York Knicks,102.78571428571429,105.92857142857143
241,2016-11-26,Charlotte Hornets,New York Knicks,103.46666666666667,106.26666666666667
242,2016-11-28,Charlotte Hornets,Memphis Grizzlies,103.375,96.88235294117646
243,2016-11-29,Charlotte Hornets,Detroit Pistons,102.29411764705883,97.05555555555556
244,2016-12-01,Charlotte Hornets,Dallas Mavericks,102.83333333333333,100.0
245,2016-12-03,Charlotte Hornets,Minnesota Timberwolves,102.0,104.84210526315789
246,2016-12-05,Charlotte Hornets,Dallas Mavericks,103.15,98.89473684210526
247,2016-12-07,Charlotte Hornets,Detroit Pistons,103.04761904761905,96.69565217391305
248,2016-12-09,Charlotte Hornets,Orlando Magic,101.86363636363636,98.78260869565217
249,2016-12-10,Charlotte Hornets,Cleveland Cavaliers,101.26086956521739,103.52380952380952
250,2016-12-12,Charlotte Hornets,Indiana Pacers,101.875,107.625
251,2016-12-14,Charlotte Hornets,Washington Wizards,102.2,106.21739130434783
254,2016-12-20,Charlotte Hornets,Los Angeles Lakers,102.10714285714286,110.53333333333333
255,2016-12-23,Charlotte Hornets,Chicago Bulls,102.48275862068965,99.57142857142857
257,2016-12-28,Charlotte Hornets,Orlando Magic,102.9,102.06666666666666
258,2016-12-29,Charlotte Hornets,Miami Heat,103.23333333333333,101.9
259,2016-12-31,Charlotte Hornets,Cleveland Cavaliers,102.5,103.96666666666667
260,2017-01-02,Charlotte Hornets,Chicago Bulls,103.43333333333334,100.86666666666666
261,2017-01-04,Charlotte Hornets,Oklahoma City Thunder,104.2,104.86666666666666
262,2017-01-05,Charlotte Hornets,Detroit Pistons,104.6,100.03333333333333
263,2017-01-07,Charlotte Hornets,San Antonio Spurs,105.16666666666667,98.63333333333334
264,2017-01-10,Charlotte Hornets,Houston Rockets,104.8,107.06666666666666
265,2017-01-13,Charlotte Hornets,Philadelphia 76ers,105.5,105.73333333333333
267,2017-01-18,Charlotte Hornets,Portland Trail Blazers,105.7,109.9
268,2017-01-20,Charlotte Hornets,Toronto Raptors,104.5,104.43333333333334
270,2017-01-23,Charlotte Hornets,Washington Wizards,103.13333333333334,105.9
271,2017-01-25,Charlotte Hornets,Golden State Warriors,103.0,103.96666666666667
272,2017-01-27,Charlotte Hornets,New York Knicks,103.36666666666666,108.9
273,2017-01-28,Charlotte Hornets,Sacramento Kings,104.2,105.93333333333334
274,2017-01-31,Charlotte Hornets,Portland Trail Blazers,104.1,108.0
275,2017-02-01,Charlotte Hornets,Golden State Warriors,105.03333333333333,104.8
276,2017-02-04,Charlotte Hornets,Utah Jazz,105.06666666666666,95.8
278,2017-02-09,Charlotte Hornets,Houston Rockets,106.2,109.83333333333333
279,2017-02-11,Charlotte Hornets,Los Angeles Clippers,106.83333333333333,109.23333333333333
280,2017-02-13,Charlotte Hornets,Philadelphia 76ers,106.53333333333333,108.03333333333333
281,2017-02-15,Charlotte Hornets,Toronto Raptors,106.36666666666666,105.36666666666666
282,2017-02-23,Charlotte Hornets,Detroit Pistons,105.73333333333333,107.1
283,2017-02-25,Charlotte Hornets,Sacramento Kings,106.33333333333333,106.53333333333333
284,2017-02-26,Charlotte Hornets,Los Angeles Clippers,105.86666666666666,107.16666666666667
285,2017-02-28,Charlotte Hornets,Los Angeles Lakers,106.23333333333333,111.2
286,2017-03-02,Charlotte Hornets,Phoenix Suns,106.66666666666667,111.9
287,2017-03-04,Charlotte Hornets,Denver Nuggets,106.66666666666667,113.5
288,2017-03-06,Charlotte Hornets,Indiana Pacers,106.7,106.26666666666667
289,2017-03-08,Charlotte Hornets,Miami Heat,106.9,102.06666666666666
290,2017-03-10,Charlotte Hornets,Orlando Magic,106.46666666666667,108.33333333333333
291,2017-03-11,Charlotte Hornets,New Orleans Pelicans,105.23333333333333,105.73333333333333
292,2017-03-13,Charlotte Hornets,Chicago Bulls,105.66666666666667,106.3
293,2017-03-15,Charlotte Hornets,Indiana Pacers,105.66666666666667,104.3
294,2017-03-18,Charlotte Hornets,Washington Wizards,105.53333333333333,107.86666666666666
296,2017-03-22,Charlotte Hornets,Orlando Magic,104.2,110.06666666666666
297,2017-03-24,Charlotte Hornets,Cleveland Cavaliers,104.0,109.96666666666667
298,2017-03-26,Charlotte Hornets,Phoenix Suns,104.9,114.7
299,2017-03-28,Charlotte Hornets,Milwaukee Bucks,105.83333333333333,104.23333333333333
300,2017-03-29,Charlotte Hornets,Toronto Raptors,106.26666666666667,100.16666666666667
301,2017-03-31,Charlotte Hornets,Denver Nuggets,106.16666666666667,111.86666666666666
303,2016-10-29,Chicago Bulls,Indiana Pacers,99.0,112.0
306,2016-11-04,Chicago Bulls,New York Knicks,98.75,110.25
307,2016-11-05,Chicago Bulls,Indiana Pacers,102.4,115.0
308,2016-11-07,Chicago Bulls,Orlando Magic,103.83333333333333,100.33333333333333
310,2016-11-10,Chicago Bulls,Miami Heat,102.25,98.0
311,2016-11-12,Chicago Bulls,Washington Wizards,101.44444444444444,103.875
312,2016-11-15,Chicago Bulls,Portland Trail Blazers,100.8,111.0909090909091
313,2016-11-17,Chicago Bulls,Utah Jazz,99.63636363636364,93.83333333333333
314,2016-11-19,Chicago Bulls,Los Angeles Clippers,97.75,95.38461538461539
315,2016-11-20,Chicago Bulls,Los Angeles Lakers,98.07692307692308,109.0
316,2016-11-22,Chicago Bulls,Denver Nuggets,98.92857142857143,106.92307692307692
317,2016-11-25,Chicago Bulls,Philadelphia 76ers,99.66666666666667,106.93333333333334
318,2016-11-30,Chicago Bulls,Los Angeles Lakers,99.0,110.57894736842105
319,2016-12-02,Chicago Bulls,Cleveland Cavaliers,98.82352941176471,104.29411764705883
320,2016-12-03,Chicago Bulls,Dallas Mavericks,99.16666666666667,99.83333333333333
321,2016-12-05,Chicago Bulls,Portland Trail Blazers,99.57894736842105,112.47619047619048
322,2016-12-06,Chicago Bulls,Detroit Pistons,100.2,96.95454545454545
323,2016-12-08,Chicago Bulls,San Antonio Spurs,100.28571428571429,97.77272727272727
324,2016-12-10,Chicago Bulls,Miami Heat,99.86363636363636,100.34782608695652
325,2016-12-13,Chicago Bulls,Minnesota Timberwolves,99.8695652173913,107.25
326,2016-12-15,Chicago Bulls,Milwaukee Bucks,99.83333333333333,103.56521739130434
327,2016-12-16,Chicago Bulls,Milwaukee Bucks,100.16,103.29166666666667
328,2016-12-19,Chicago Bulls,Detroit Pistons,99.96153846153847,96.89655172413794
329,2016-12-21,Chicago Bulls,Washington Wizards,99.29629629629629,106.44444444444444
331,2016-12-25,Chicago Bulls,San Antonio Spurs,99.6896551724138,97.86666666666666
332,2016-12-26,Chicago Bulls,Indiana Pacers,100.33333333333333,105.83333333333333
334,2016-12-30,Chicago Bulls,Indiana Pacers,99.8,105.16666666666667
335,2016-12-31,Chicago Bulls,Milwaukee Bucks,100.56666666666666,102.7
337,2017-01-04,Chicago Bulls,Cleveland Cavaliers,100.66666666666667,104.0
338,2017-01-07,Chicago Bulls,Toronto Raptors,100.1,104.43333333333334
339,2017-01-09,Chicago Bulls,Oklahoma City Thunder,101.36666666666666,106.8
340,2017-01-10,Chicago Bulls,Washington Wizards,101.16666666666667,106.1
341,2017-01-12,Chicago Bulls,New York Knicks,101.36666666666666,108.23333333333333
342,2017-01-14,Chicago Bulls,New Orleans Pelicans,101.66666666666667,103.66666666666667
343,2017-01-15,Chicago Bulls,Memphis Grizzlies,102.03333333333333,98.73333333333333
344,2017-01-17,Chicago Bulls,Dallas Mavericks,102.93333333333334,100.6
346,2017-01-21,Chicago Bulls,Sacramento Kings,102.56666666666666,106.1
347,2017-01-24,Chicago Bulls,Orlando Magic,102.2,108.43333333333334
349,2017-01-27,Chicago Bulls,Miami Heat,103.06666666666666,105.3
350,2017-01-29,Chicago Bulls,Philadelphia 76ers,102.9,104.56666666666666
351,2017-02-01,Chicago Bulls,Oklahoma City Thunder,102.93333333333334,105.26666666666667
352,2017-02-03,Chicago Bulls,Houston Rockets,102.53333333333333,109.3
353,2017-02-06,Chicago Bulls,Sacramento Kings,103.16666666666667,107.46666666666667
354,2017-02-08,Chicago Bulls,Golden State Warriors,103.7,104.56666666666666
355,2017-02-10,Chicago Bulls,Phoenix Suns,104.46666666666667,112.2
356,2017-02-12,Chicago Bulls,Minnesota Timberwolves,105.0,104.86666666666666
357,2017-02-14,Chicago Bulls,Toronto Raptors,105.3,106.03333333333333
359,2017-02-24,Chicago Bulls,Phoenix Suns,105.96666666666667,111.83333333333333
360,2017-02-25,Chicago Bulls,Cleveland Cavaliers,106.43333333333334,108.6
361,2017-02-28,Chicago Bulls,Denver Nuggets,106.3,113.7
362,2017-03-02,Chicago Bulls,Golden State Warriors,106.5,107.23333333333333
363,2017-03-04,Chicago Bulls,Los Angeles Clippers,106.56666666666666,109.23333333333333
364,2017-03-06,Chicago Bulls,Detroit Pistons,106.63333333333334,106.53333333333333
365,2017-03-08,Chicago Bulls,Orlando Magic,106.56666666666666,109.2
366,2017-03-10,Chicago Bulls,Houston Rockets,105.96666666666667,109.93333333333334
369,2017-03-15,Chicago Bulls,Memphis Grizzlies,106.0,103.9
