,date_game,team_name,opposing_team,team_avg_allowed,opp_avg_allowed
27,2017-12-14,Atlanta Hawks,Detroit Pistons,109.29629629629629,102.25925925925925
28,2017-12-15,Atlanta Hawks,Memphis Grizzlies,109.14285714285714,101.46428571428571
29,2017-12-18,Atlanta Hawks,Miami Heat,108.6896551724138,101.96551724137932
30,2017-12-20,Atlanta Hawks,Indiana Pacers,108.53333333333333,106.13333333333334
31,2017-12-22,Atlanta Hawks,Oklahoma City Thunder,108.33333333333333,100.06666666666666
32,2017-12-23,Atlanta Hawks,Dallas Mavericks,108.7,102.63333333333334
33,2017-12-27,Atlanta Hawks,Washington Wizards,108.4,103.0
34,2017-12-29,Atlanta Hawks,Toronto Raptors,108.23333333333333,103.4
35,2017-12-30,Atlanta Hawks,Portland Trail Blazers,108.9,101.4
36,2018-01-02,Atlanta Hawks,Phoenix Suns,108.36666666666666,111.23333333333333
37,2018-01-05,Atlanta Hawks,Portland Trail Blazers,107.93333333333334,102.76666666666667
38,2018-01-07,Atlanta Hawks,Los Angeles Lakers,107.63333333333334,112.9
39,2018-01-08,Atlanta Hawks,Los Angeles Clippers,108.06666666666666,108.0
40,2018-01-10,Atlanta Hawks,Denver Nuggets,107.83333333333333,105.93333333333334
41,2018-01-12,Atlanta Hawks,Brooklyn Nets,107.4,106.26666666666667
42,2018-01-15,Atlanta Hawks,San Antonio Spurs,107.36666666666666,97.3
43,2018-01-17,Atlanta Hawks,New Orleans Pelicans,106.9,112.76666666666667
44,2018-01-20,Atlanta Hawks,Chicago Bulls,106.46666666666667,110.5
45,2018-01-22,Atlanta Hawks,Utah Jazz,107.56666666666666,102.9
46,2018-01-24,Atlanta Hawks,Toronto Raptors,106.9,103.9
47,2018-01-26,Atlanta Hawks,Charlotte Hornets,107.3,105.83333333333333
48,2018-01-27,Atlanta Hawks,Washington Wizards,107.46666666666667,106.33333333333333
49,2018-01-29,Atlanta Hawks,Minnesota Timberwolves,108.3,104.96666666666667
50,2018-01-31,Atlanta Hawks,Charlotte Hornets,107.9,105.16666666666667
51,2018-02-02,Atlanta Hawks,Boston Celtics,107.96666666666667,99.33333333333333
52,2018-02-04,Atlanta Hawks,New York Knicks,108.53333333333333,106.63333333333334
53,2018-02-06,Atlanta Hawks,Memphis Grizzlies,108.06666666666666,103.3
54,2018-02-08,Atlanta Hawks,Orlando Magic,107.13333333333334,108.86666666666666
55,2018-02-09,Atlanta Hawks,Cleveland Cavaliers,106.8,111.23333333333333
56,2018-02-11,Atlanta Hawks,Detroit Pistons,107.2,103.33333333333333
57,2018-02-13,Atlanta Hawks,Milwaukee Bucks,106.93333333333334,104.76666666666667
58,2018-02-14,Atlanta Hawks,Detroit Pistons,106.66666666666667,104.76666666666667
59,2018-02-23,Atlanta Hawks,Indiana Pacers,106.93333333333334,103.83333333333333
60,2018-02-26,Atlanta Hawks,Los Angeles Lakers,107.33333333333333,110.26666666666667
61,2018-02-28,Atlanta Hawks,Indiana Pacers,107.93333333333334,103.86666666666666
62,2018-03-02,Atlanta Hawks,Golden State Warriors,107.33333333333333,109.96666666666667
63,2018-03-04,Atlanta Hawks,Phoenix Suns,107.56666666666666,113.6
64,2018-03-06,Atlanta Hawks,Toronto Raptors,108.0,104.4
65,2018-03-09,Atlanta Hawks,Indiana Pacers,107.83333333333333,102.53333333333333
66,2018-03-11,Atlanta Hawks,Chicago Bulls,108.6,113.16666666666667
67,2018-03-13,Atlanta Hawks,Oklahoma City Thunder,109.43333333333334,107.26666666666667
68,2018-03-15,Atlanta Hawks,Charlotte Hornets,109.73333333333333,109.56666666666666
69,2018-03-17,Atlanta Hawks,Milwaukee Bucks,109.63333333333334,104.6
70,2018-03-20,Atlanta Hawks,Utah Jazz,110.1,97.3
71,2018-03-22,Atlanta Hawks,Sacramento Kings,110.0,107.36666666666666
72,2018-03-23,Atlanta Hawks,Golden State Warriors,109.83333333333333,108.96666666666667
73,2018-03-25,Atlanta Hawks,Houston Rockets,110.06666666666666,101.13333333333334
74,2018-03-28,Atlanta Hawks,Minnesota Timberwolves,110.9,112.1
75,2018-03-30,Atlanta Hawks,Philadelphia 76ers,111.33333333333333,103.23333333333333
76,2017-10-17,Boston Celtics,Cleveland Cavaliers,,
77,2017-10-18,Boston Celtics,Milwaukee Bucks,102.0,
78,2017-10-20,Boston Celtics,Philadelphia 76ers,105.0,120.0
79,2017-10-24,Boston Celtics,New York Knicks,100.66666666666667,108.0
80,2017-10-26,Boston Celtics,Milwaukee Bucks,97.75,105.0
81,2017-10-28,Boston Celtics,Miami Heat,96.0,108.5
82,2017-10-30,Boston Celtics,San Antonio Spurs,95.0,97.33333333333333
83,2017-11-01,Boston Celtics,Sacramento Kings,94.85714285714286,104.42857142857143
84,2017-11-03,Boston Celtics,Oklahoma City Thunder,93.75,95.71428571428571
85,2017-11-05,Boston Celtics,Orlando Magic,93.77777777777777,106.55555555555556
87,2017-11-08,Boston Celtics,Los Angeles Lakers,94.45454545454545,107.3
88,2017-11-10,Boston Celtics,Charlotte Hornets,94.58333333333333,106.27272727272727
89,2017-11-12,Boston Celtics,Toronto Raptors,94.0,105.18181818181819
90,2017-11-14,Boston Celtics,Brooklyn Nets,94.0,114.53846153846153
91,2017-11-16,Boston Celtics,Golden State Warriors,94.53333333333333,107.71428571428571
93,2017-11-20,Boston Celtics,Dallas Mavericks,94.41176470588235,105.58823529411765
94,2017-11-22,Boston Celtics,Miami Heat,94.83333333333333,103.125
95,2017-11-24,Boston Celtics,Orlando Magic,95.3157894736842,109.0
96,2017-11-25,Boston Celtics,Indiana Pacers,95.7,107.15789473684211
97,2017-11-27,Boston Celtics,Detroit Pistons,95.80952380952381,101.83333333333333
98,2017-11-30,Boston Celtics,Philadelphia 76ers,96.81818181818181,108.0
99,2017-12-02,Boston Celtics,Phoenix Suns,96.82608695652173,115.82608695652173
100,2017-12-04,Boston Celtics,Milwaukee Bucks,97.41666666666667,103.9047619047619
101,2017-12-06,Boston Celtics,Dallas Mavericks,97.52,103.79166666666667
102,2017-12-08,Boston Celtics,San Antonio Spurs,97.23076923076923,97.32
103,2017-12-10,Boston Celtics,Detroit Pistons,97.51851851851852,102.68
104,2017-12-11,Boston Celtics,Chicago Bulls,96.92857142857143,106.8
105,2017-12-13,Boston Celtics,Denver Nuggets,97.3103448275862,106.77777777777777
106,2017-12-15,Boston Celtics,Utah Jazz,98.0,100.03571428571429
107,2017-12-16,Boston Celtics,Memphis Grizzlies,98.16666666666667,101.20689655172414
108,2017-12-18,Boston Celtics,Indiana Pacers,97.66666666666667,106.76666666666667
109,2017-12-20,Boston Celtics,Miami Heat,98.3,102.23333333333333
110,2017-12-21,Boston Celtics,New York Knicks,98.33333333333333,103.86666666666666
111,2017-12-23,Boston Celtics,Chicago Bulls,98.76666666666667,105.7
112,2017-12-25,Boston Celtics,Washington Wizards,98.83333333333333,102.96666666666667
113,2017-12-27,Boston Celtics,Charlotte Hornets,99.4,107.26666666666667
114,2017-12-28,Boston Celtics,Houston Rockets,99.56666666666666,105.23333333333333
115,2017-12-31,Boston Celtics,Brooklyn Nets,99.7,108.46666666666667
116,2018-01-03,Boston Celtics,Cleveland Cavaliers,100.26666666666667,106.7
117,2018-01-05,Boston Celtics,Minnesota Timberwolves,99.63333333333334,104.0
118,2018-01-06,Boston Celtics,Brooklyn Nets,99.23333333333333,106.7
119,2018-01-11,Boston Celtics,Philadelphia 76ers,99.16666666666667,107.83333333333333
120,2018-01-16,Boston Celtics,New Orleans Pelicans,99.46666666666667,112.43333333333334
121,2018-01-18,Boston Celtics,Philadelphia 76ers,99.93333333333334,108.43333333333334
122,2018-01-21,Boston Celtics,Orlando Magic,99.96666666666667,112.5
123,2018-01-23,Boston Celtics,Los Angeles Lakers,100.1,111.26666666666667
124,2018-01-24,Boston Celtics,Los Angeles Clippers,100.3,107.96666666666667
125,2018-01-27,Boston Celtics,Golden State Warriors,100.23333333333333,107.6
126,2018-01-29,Boston Celtics,Denver Nuggets,100.43333333333334,104.83333333333333
127,2018-01-31,Boston Celtics,New York Knicks,100.83333333333333,107.46666666666667
129,2018-02-04,Boston Celtics,Portland Trail Blazers,99.76666666666667,106.96666666666667
130,2018-02-06,Boston Celtics,Toronto Raptors,99.26666666666667,103.66666666666667
131,2018-02-08,Boston Celtics,Washington Wizards,99.63333333333334,107.0
132,2018-02-09,Boston Celtics,Indiana Pacers,100.1,104.2
133,2018-02-11,Boston Celtics,Cleveland Cavaliers,99.83333333333333,111.76666666666667
134,2018-02-14,Boston Celtics,Los Angeles Clippers,101.16666666666667,106.53333333333333
135,2018-02-23,Boston Celtics,Detroit Pistons,101.86666666666666,104.6
136,2018-02-24,Boston Celtics,New York Knicks,101.2,108.56666666666666
137,2018-02-26,Boston Celtics,Memphis Grizzlies,101.36666666666666,104.93333333333334
138,2018-02-28,Boston Celtics,Charlotte Hornets,101.53333333333333,106.03333333333333
139,2018-03-03,Boston Celtics,Houston Rockets,101.36666666666666,104.46666666666667
140,2018-03-05,Boston Celtics,Chicago Bulls,102.46666666666667,112.7
141,2018-03-08,Boston Celtics,Minnesota Timberwolves,102.03333333333333,107.43333333333334
142,2018-03-11,Boston Celtics,Indiana Pacers,102.6,101.46666666666667
143,2018-03-14,Boston Celtics,Washington Wizards,102.2,108.36666666666666
144,2018-03-16,Boston Celtics,Orlando Magic,103.33333333333333,108.8
145,2018-03-18,Boston Celtics,New Orleans Pelicans,102.83333333333333,112.1
146,2018-03-20,Boston Celtics,Oklahoma City Thunder,102.93333333333334,107.6
147,2018-03-23,Boston Celtics,Portland Trail Blazers,103.3,104.26666666666667
148,2018-03-25,Boston Celtics,Sacramento Kings,103.83333333333333,107.2
149,2018-03-26,Boston Celtics,Phoenix Suns,104.1,116.13333333333334
150,2018-03-28,Boston Celtics,Utah Jazz,103.8,97.6
151,2018-03-31,Boston Celtics,Toronto Raptors,103.06666666666666,104.93333333333334
152,2017-10-18,Brooklyn Nets,Indiana Pacers,,
153,2017-10-20,Brooklyn Nets,Orlando Magic,140.0,109.0
155,2017-10-24,Brooklyn Nets,Orlando Magic,121.66666666666667,109.33333333333333
156,2017-10-25,Brooklyn Nets,Cleveland Cavaliers,122.5,105.5
157,2017-10-27,Brooklyn Nets,New York Knicks,119.4,108.66666666666667
158,2017-10-29,Brooklyn Nets,Denver Nuggets,117.33333333333333,100.8
159,2017-10-31,Brooklyn Nets,Phoenix Suns,118.28571428571429,117.16666666666667
160,2017-11-03,Brooklyn Nets,Los Angeles Lakers,118.75,107.375
161,2017-11-06,Brooklyn Nets,Phoenix Suns,119.33333333333333,116.5
162,2017-11-07,Brooklyn Nets,Denver Nuggets,116.6,106.3
163,2017-11-10,Brooklyn Nets,Portland Trail Blazers,116.18181818181819,100.63636363636364
164,2017-11-11,Brooklyn Nets,Utah Jazz,114.58333333333333,99.08333333333333
166,2017-11-17,Brooklyn Nets,Utah Jazz,114.14285714285714,100.66666666666667
167,2017-11-19,Brooklyn Nets,Golden State Warriors,113.66666666666667,107.25
168,2017-11-22,Brooklyn Nets,Cleveland Cavaliers,113.9375,110.76470588235294
169,2017-11-24,Brooklyn Nets,Portland Trail Blazers,114.23529411764706,97.38888888888889
170,2017-11-26,Brooklyn Nets,Memphis Grizzlies,114.94444444444444,101.05555555555556
171,2017-11-27,Brooklyn Nets,Houston Rockets,113.52631578947368,103.42105263157895
172,2017-11-29,Brooklyn Nets,Dallas Mavericks,113.7,104.52380952380952
175,2017-12-07,Brooklyn Nets,Oklahoma City Thunder,112.26086956521739,98.82608695652173
176,2017-12-09,Brooklyn Nets,Miami Heat,111.54166666666667,104.20833333333333
177,2017-12-12,Brooklyn Nets,Washington Wizards,111.12,104.0
178,2017-12-14,Brooklyn Nets,New York Knicks,110.61538461538461,103.96296296296296
179,2017-12-15,Brooklyn Nets,Toronto Raptors,110.62962962962963,103.42307692307692
180,2017-12-17,Brooklyn Nets,Indiana Pacers,110.96428571428571,107.10344827586206
181,2017-12-20,Brooklyn Nets,Sacramento Kings,110.89655172413794,105.2
182,2017-12-22,Brooklyn Nets,Washington Wizards,110.66666666666667,102.73333333333333
183,2017-12-23,Brooklyn Nets,Indiana Pacers,108.8,105.5
184,2017-12-26,Brooklyn Nets,San Antonio Spurs,108.86666666666666,98.63333333333334
185,2017-12-27,Brooklyn Nets,New Orleans Pelicans,109.03333333333333,110.5
186,2017-12-29,Brooklyn Nets,Miami Heat,109.13333333333334,100.7
188,2018-01-01,Brooklyn Nets,Orlando Magic,108.5,110.93333333333334
189,2018-01-03,Brooklyn Nets,Minnesota Timberwolves,107.53333333333333,104.03333333333333
191,2018-01-08,Brooklyn Nets,Toronto Raptors,105.46666666666667,104.3
192,2018-01-10,Brooklyn Nets,Detroit Pistons,106.2,102.0
194,2018-01-13,Brooklyn Nets,Washington Wizards,106.53333333333333,103.4
195,2018-01-15,Brooklyn Nets,New York Knicks,106.7,105.16666666666667
196,2018-01-17,Brooklyn Nets,San Antonio Spurs,107.03333333333333,97.43333333333334
197,2018-01-19,Brooklyn Nets,Miami Heat,106.8,101.26666666666667
198,2018-01-21,Brooklyn Nets,Detroit Pistons,106.03333333333333,102.7
199,2018-01-23,Brooklyn Nets,Oklahoma City Thunder,105.4,102.76666666666667
200,2018-01-26,Brooklyn Nets,Milwaukee Bucks,104.8,106.93333333333334
201,2018-01-27,Brooklyn Nets,Minnesota Timberwolves,105.73333333333333,105.13333333333334
202,2018-01-30,Brooklyn Nets,New York Knicks,105.53333333333333,107.16666666666667
203,2018-01-31,Brooklyn Nets,Philadelphia 76ers,105.76666666666667,106.36666666666666
204,2018-02-02,Brooklyn Nets,Los Angeles Lakers,105.56666666666666,112.06666666666666
205,2018-02-04,Brooklyn Nets,Milwaukee Bucks,105.96666666666667,105.93333333333334
206,2018-02-06,Brooklyn Nets,Houston Rockets,106.43333333333334,107.6
207,2018-02-07,Brooklyn Nets,Detroit Pistons,107.16666666666667,102.86666666666666
208,2018-02-10,Brooklyn Nets,New Orleans Pelicans,107.73333333333333,111.53333333333333
209,2018-02-12,Brooklyn Nets,Los Angeles Clippers,108.63333333333334,106.2
210,2018-02-14,Brooklyn Nets,Indiana Pacers,108.43333333333334,103.73333333333333
211,2018-02-22,Brooklyn Nets,Charlotte Hornets,108.4,106.53333333333333
212,2018-02-26,Brooklyn Nets,Chicago Bulls,108.63333333333334,112.83333333333333
213,2018-02-27,Brooklyn Nets,Cleveland Cavaliers,108.73333333333333,111.6
214,2018-03-01,Brooklyn Nets,Sacramento Kings,108.93333333333334,109.53333333333333
215,2018-03-04,Brooklyn Nets,Los Angeles Clippers,109.16666666666667,109.63333333333334
216,2018-03-06,Brooklyn Nets,Golden State Warriors,109.0,110.4
217,2018-03-08,Brooklyn Nets,Charlotte Hornets,109.9,107.96666666666667
218,2018-03-11,Brooklyn Nets,Philadelphia 76ers,110.0,102.13333333333334
219,2018-03-13,Brooklyn Nets,Toronto Raptors,110.83333333333333,102.93333333333334
220,2018-03-16,Brooklyn Nets,Philadelphia 76ers,111.46666666666667,101.8
221,2018-03-17,Brooklyn Nets,Dallas Mavericks,112.56666666666666,106.16666666666667
222,2018-03-19,Brooklyn Nets,Memphis Grizzlies,112.3,106.13333333333334
223,2018-03-21,Brooklyn Nets,Charlotte Hornets,112.33333333333333,111.06666666666666
224,2018-03-23,Brooklyn Nets,Toronto Raptors,112.53333333333333,103.26666666666667
225,2018-03-25,Brooklyn Nets,Cleveland Cavaliers,112.43333333333334,112.6
226,2018-03-28,Brooklyn Nets,Orlando Magic,112.5,106.2
227,2018-03-31,Brooklyn Nets,Miami Heat,112.63333333333334,103.83333333333333
228,2017-10-18,Charlotte Hornets,Detroit Pistons,,
230,2017-10-23,Charlotte Hornets,Milwaukee Bucks,96.5,108.66666666666667
231,2017-10-25,Charlotte Hornets,Denver Nuggets,98.66666666666667,98.0
232,2017-10-27,Charlotte Hornets,Houston Rockets,97.25,102.8
233,2017-10-29,Charlotte Hornets,Orlando Magic,99.6,107.2
234,2017-10-30,Charlotte Hornets,Memphis Grizzlies,101.83333333333333,94.16666666666667
235,2017-11-01,Charlotte Hornets,Milwaukee Bucks,101.42857142857143,104.57142857142857
236,2017-11-03,Charlotte Hornets,San Antonio Spurs,103.875,100.5
237,2017-11-05,Charlotte Hornets,Minnesota Timberwolves,104.33333333333333,111.55555555555556
238,2017-11-07,Charlotte Hornets,New York Knicks,105.1,104.88888888888889
240,2017-11-15,Charlotte Hornets,Cleveland Cavaliers,104.91666666666667,112.5
241,2017-11-17,Charlotte Hornets,Chicago Bulls,105.6923076923077,102.91666666666667
242,2017-11-18,Charlotte Hornets,Los Angeles Clippers,106.92857142857143,106.85714285714286
243,2017-11-20,Charlotte Hornets,Minnesota Timberwolves,105.6,107.0
244,2017-11-22,Charlotte Hornets,Washington Wizards,105.375,102.88235294117646
245,2017-11-24,Charlotte Hornets,Cleveland Cavaliers,106.47058823529412,110.66666666666667
246,2017-11-25,Charlotte Hornets,San Antonio Spurs,106.11111111111111,98.72222222222223
247,2017-11-29,Charlotte Hornets,Toronto Raptors,106.10526315789474,102.57894736842105
248,2017-12-01,Charlotte Hornets,Miami Heat,107.1,102.9047619047619
249,2017-12-04,Charlotte Hornets,Orlando Magic,107.0,111.33333333333333
250,2017-12-06,Charlotte Hornets,Golden State Warriors,106.4090909090909,107.16
251,2017-12-08,Charlotte Hornets,Chicago Bulls,106.17391304347827,106.82608695652173
252,2017-12-09,Charlotte Hornets,Los Angeles Lakers,106.70833333333333,109.125
253,2017-12-11,Charlotte Hornets,Oklahoma City Thunder,106.84,98.96
254,2017-12-13,Charlotte Hornets,Houston Rockets,106.6923076923077,104.04
255,2017-12-15,Charlotte Hornets,Miami Heat,106.74074074074075,102.74074074074075
256,2017-12-16,Charlotte Hornets,Portland Trail Blazers,106.64285714285714,100.85714285714286
257,2017-12-18,Charlotte Hornets,New York Knicks,106.17241379310344,103.6896551724138
258,2017-12-20,Charlotte Hornets,Toronto Raptors,105.66666666666667,102.46428571428571
259,2017-12-22,Charlotte Hornets,Milwaukee Bucks,106.56666666666666,105.37931034482759
260,2017-12-23,Charlotte Hornets,Milwaukee Bucks,107.16666666666667,105.33333333333333
262,2017-12-29,Charlotte Hornets,Golden State Warriors,107.56666666666666,103.0
263,2017-12-31,Charlotte Hornets,Los Angeles Clippers,107.26666666666667,107.86666666666666
264,2018-01-02,Charlotte Hornets,Sacramento Kings,107.03333333333333,105.83333333333333
265,2018-01-05,Charlotte Hornets,Los Angeles Lakers,107.43333333333334,113.06666666666666
266,2018-01-10,Charlotte Hornets,Dallas Mavericks,106.53333333333333,103.13333333333334
267,2018-01-12,Charlotte Hornets,Utah Jazz,106.76666666666667,102.23333333333333
268,2018-01-13,Charlotte Hornets,Oklahoma City Thunder,105.96666666666667,102.86666666666666
269,2018-01-15,Charlotte Hornets,Detroit Pistons,105.4,101.7
270,2018-01-17,Charlotte Hornets,Washington Wizards,105.96666666666667,104.46666666666667
271,2018-01-20,Charlotte Hornets,Miami Heat,105.76666666666667,101.7
272,2018-01-22,Charlotte Hornets,Sacramento Kings,105.2,107.53333333333333
273,2018-01-24,Charlotte Hornets,New Orleans Pelicans,105.86666666666666,111.1
275,2018-01-27,Charlotte Hornets,Miami Heat,105.36666666666666,100.96666666666667
276,2018-01-29,Charlotte Hornets,Indiana Pacers,105.2,104.43333333333334
278,2018-02-02,Charlotte Hornets,Indiana Pacers,104.63333333333334,103.43333333333334
279,2018-02-04,Charlotte Hornets,Phoenix Suns,105.33333333333333,109.26666666666667
280,2018-02-05,Charlotte Hornets,Denver Nuggets,105.86666666666666,105.2
281,2018-02-08,Charlotte Hornets,Portland Trail Blazers,106.53333333333333,106.26666666666667
282,2018-02-09,Charlotte Hornets,Utah Jazz,106.2,104.73333333333333
283,2018-02-11,Charlotte Hornets,Toronto Raptors,106.06666666666666,103.16666666666667
284,2018-02-14,Charlotte Hornets,Orlando Magic,106.73333333333333,109.0
286,2018-02-23,Charlotte Hornets,Washington Wizards,106.26666666666667,107.46666666666667
287,2018-02-25,Charlotte Hornets,Detroit Pistons,106.66666666666667,105.23333333333333
288,2018-02-27,Charlotte Hornets,Chicago Bulls,106.9,113.16666666666667
290,2018-03-02,Charlotte Hornets,Philadelphia 76ers,106.86666666666666,101.76666666666667
291,2018-03-04,Charlotte Hornets,Toronto Raptors,107.0,104.4
292,2018-03-06,Charlotte Hornets,Philadelphia 76ers,107.03333333333333,101.8
294,2018-03-10,Charlotte Hornets,Phoenix Suns,108.6,114.93333333333334
295,2018-03-13,Charlotte Hornets,New Orleans Pelicans,108.73333333333333,112.2
297,2018-03-17,Charlotte Hornets,New York Knicks,109.63333333333334,112.66666666666667
298,2018-03-19,Charlotte Hornets,Philadelphia 76ers,110.83333333333333,103.06666666666666
300,2018-03-22,Charlotte Hornets,Memphis Grizzlies,111.0,107.73333333333333
301,2018-03-24,Charlotte Hornets,Dallas Mavericks,110.0,106.9
302,2018-03-26,Charlotte Hornets,New York Knicks,109.73333333333333,111.13333333333334
303,2018-03-28,Charlotte Hornets,Cleveland Cavaliers,110.43333333333334,112.3
304,2018-03-31,Charlotte Hornets,Washington Wizards,111.0,106.9
305,2017-10-19,Chicago Bulls,Toronto Raptors,,
306,2017-10-21,Chicago Bulls,San Antonio Spurs,117.0,99.0
307,2017-10-24,Chicago Bulls,Cleveland Cavaliers,102.0,103.33333333333333
309,2017-10-28,Chicago Bulls,Oklahoma City Thunder,102.25,102.0
310,2017-11-01,Chicago Bulls,Miami Heat,102.0,109.16666666666667
311,2017-11-03,Chicago Bulls,Orlando Magic,101.16666666666667,106.75
312,2017-11-04,Chicago Bulls,New Orleans Pelicans,98.57142857142857,107.33333333333333
313,2017-11-07,Chicago Bulls,Toronto Raptors,98.25,102.77777777777777
314,2017-11-10,Chicago Bulls,Indiana Pacers,100.55555555555556,110.16666666666667
315,2017-11-11,Chicago Bulls,San Antonio Spurs,101.0,100.08333333333333
316,2017-11-15,Chicago Bulls,Oklahoma City Thunder,103.9090909090909,98.46153846153847
318,2017-11-19,Chicago Bulls,Phoenix Suns,104.23076923076923,116.58823529411765
319,2017-11-21,Chicago Bulls,Los Angeles Lakers,104.85714285714286,107.52941176470588
320,2017-11-22,Chicago Bulls,Utah Jazz,104.73333333333333,101.11111111111111
321,2017-11-24,Chicago Bulls,Golden State Warriors,105.0625,107.5
322,2017-11-26,Chicago Bulls,Miami Heat,107.29411764705883,102.5
323,2017-11-28,Chicago Bulls,Phoenix Suns,106.88888888888889,115.9047619047619
324,2017-11-30,Chicago Bulls,Denver Nuggets,106.73684210526316,106.45
325,2017-12-01,Chicago Bulls,Sacramento Kings,106.95,105.47619047619048
326,2017-12-04,Chicago Bulls,Cleveland Cavaliers,106.95238095238095,108.8695652173913
327,2017-12-06,Chicago Bulls,Indiana Pacers,107.22727272727273,107.83333333333333
329,2017-12-09,Chicago Bulls,New York Knicks,107.0,103.625
331,2017-12-13,Chicago Bulls,Utah Jazz,105.96153846153847,99.92592592592592
332,2017-12-15,Chicago Bulls,Milwaukee Bucks,105.74074074074075,104.23076923076923
333,2017-12-18,Chicago Bulls,Philadelphia 76ers,105.85714285714286,109.28571428571429
334,2017-12-20,Chicago Bulls,Orlando Magic,106.17241379310344,110.26666666666667
335,2017-12-21,Chicago Bulls,Cleveland Cavaliers,105.76666666666667,108.06666666666666
337,2017-12-26,Chicago Bulls,Milwaukee Bucks,106.7,105.7
338,2017-12-27,Chicago Bulls,New York Knicks,106.26666666666667,103.06666666666666
339,2017-12-29,Chicago Bulls,Indiana Pacers,106.3,105.2
340,2017-12-31,Chicago Bulls,Washington Wizards,106.5,103.43333333333334
341,2018-01-01,Chicago Bulls,Portland Trail Blazers,107.06666666666666,101.4
342,2018-01-03,Chicago Bulls,Toronto Raptors,108.43333333333334,103.93333333333334
343,2018-01-05,Chicago Bulls,Dallas Mavericks,109.36666666666666,102.6
344,2018-01-06,Chicago Bulls,Indiana Pacers,109.53333333333333,107.33333333333333
345,2018-01-08,Chicago Bulls,Houston Rockets,110.2,108.16666666666667
346,2018-01-10,Chicago Bulls,New York Knicks,109.63333333333334,103.3
347,2018-01-13,Chicago Bulls,Detroit Pistons,110.53333333333333,101.36666666666666
348,2018-01-15,Chicago Bulls,Miami Heat,110.03333333333333,101.06666666666666
349,2018-01-17,Chicago Bulls,Golden State Warriors,109.96666666666667,106.8
351,2018-01-22,Chicago Bulls,New Orleans Pelicans,110.06666666666666,111.7
352,2018-01-24,Chicago Bulls,Philadelphia 76ers,109.7,106.1
353,2018-01-26,Chicago Bulls,Los Angeles Lakers,110.2,111.2
354,2018-01-28,Chicago Bulls,Milwaukee Bucks,110.33333333333333,106.4
355,2018-01-31,Chicago Bulls,Portland Trail Blazers,110.3,105.5
356,2018-02-03,Chicago Bulls,Los Angeles Clippers,110.86666666666666,107.33333333333333
357,2018-02-05,Chicago Bulls,Sacramento Kings,110.86666666666666,107.56666666666666
358,2018-02-09,Chicago Bulls,Minnesota Timberwolves,111.06666666666666,106.26666666666667
359,2018-02-10,Chicago Bulls,Washington Wizards,111.13333333333334,107.36666666666666
360,2018-02-12,Chicago Bulls,Orlando Magic,111.1,109.03333333333333
361,2018-02-14,Chicago Bulls,Toronto Raptors,111.63333333333334,103.5
362,2018-02-22,Chicago Bulls,Philadelphia 76ers,112.36666666666666,103.5
363,2018-02-24,Chicago Bulls,Minnesota Timberwolves,112.6,107.73333333333333
366,2018-03-02,Chicago Bulls,Dallas Mavericks,113.26666666666667,107.0
