,date_game,team_name,opposing_team,team_avg_allowed,opp_avg_allowed
29,2015-12-21,Atlanta Hawks,Portland Trail Blazers,100.0,102.58620689655173
30,2015-12-23,Atlanta Hawks,Detroit Pistons,99.9,99.72413793103448
31,2015-12-26,Atlanta Hawks,New York Knicks,99.7,98.96666666666667
32,2015-12-28,Atlanta Hawks,Indiana Pacers,99.6,98.72413793103448
33,2015-12-29,Atlanta Hawks,Houston Rockets,99.56666666666666,104.8
34,2016-01-03,Atlanta Hawks,New York Knicks,100.33333333333333,99.23333333333333
35,2016-01-05,Atlanta Hawks,New York Knicks,100.96666666666667,99.26666666666667
36,2016-01-07,Atlanta Hawks,Philadelphia 76ers,101.63333333333334,104.6
37,2016-01-09,Atlanta Hawks,Chicago Bulls,101.06666666666666,100.36666666666666
38,2016-01-13,Atlanta Hawks,Charlotte Hornets,101.26666666666667,100.46666666666667
39,2016-01-15,Atlanta Hawks,Milwaukee Bucks,100.93333333333334,104.0
40,2016-01-16,Atlanta Hawks,Brooklyn Nets,101.26666666666667,102.5
41,2016-01-18,Atlanta Hawks,Orlando Magic,100.6,98.06666666666666
42,2016-01-20,Atlanta Hawks,Portland Trail Blazers,100.06666666666666,102.96666666666667
43,2016-01-21,Atlanta Hawks,Sacramento Kings,100.33333333333333,107.9
44,2016-01-23,Atlanta Hawks,Phoenix Suns,100.13333333333334,109.03333333333333
45,2016-01-25,Atlanta Hawks,Denver Nuggets,99.76666666666667,102.76666666666667
46,2016-01-27,Atlanta Hawks,Los Angeles Clippers,100.03333333333333,99.7
47,2016-01-28,Atlanta Hawks,Indiana Pacers,99.56666666666666,102.4
48,2016-01-31,Atlanta Hawks,Miami Heat,99.9,97.5
49,2016-02-01,Atlanta Hawks,Dallas Mavericks,99.8,101.03333333333333
50,2016-02-03,Atlanta Hawks,Philadelphia 76ers,99.7,106.4
51,2016-02-05,Atlanta Hawks,Indiana Pacers,99.36666666666666,101.36666666666666
52,2016-02-07,Atlanta Hawks,Orlando Magic,99.66666666666667,101.8
53,2016-02-08,Atlanta Hawks,Orlando Magic,99.7,101.5
54,2016-02-10,Atlanta Hawks,Chicago Bulls,100.03333333333333,104.6
55,2016-02-19,Atlanta Hawks,Miami Heat,99.6,98.43333333333334
56,2016-02-20,Atlanta Hawks,Milwaukee Bucks,100.1,104.1
57,2016-02-22,Atlanta Hawks,Golden State Warriors,100.46666666666667,105.2
58,2016-02-26,Atlanta Hawks,Chicago Bulls,100.5,104.73333333333333
59,2016-02-28,Atlanta Hawks,Charlotte Hornets,100.1,102.43333333333334
60,2016-03-01,Atlanta Hawks,Golden State Warriors,99.4,106.13333333333334
61,2016-03-04,Atlanta Hawks,Los Angeles Lakers,99.7,107.1
62,2016-03-05,Atlanta Hawks,Los Angeles Clippers,99.0,99.8
63,2016-03-08,Atlanta Hawks,Utah Jazz,99.13333333333334,97.43333333333334
64,2016-03-10,Atlanta Hawks,Toronto Raptors,98.1,100.2
65,2016-03-12,Atlanta Hawks,Memphis Grizzlies,97.86666666666666,101.0
66,2016-03-13,Atlanta Hawks,Indiana Pacers,97.06666666666666,102.93333333333334
67,2016-03-16,Atlanta Hawks,Detroit Pistons,96.3,104.03333333333333
68,2016-03-17,Atlanta Hawks,Denver Nuggets,96.6,107.03333333333333
69,2016-03-19,Atlanta Hawks,Houston Rockets,96.3,109.4
70,2016-03-21,Atlanta Hawks,Washington Wizards,95.93333333333334,103.76666666666667
71,2016-03-23,Atlanta Hawks,Washington Wizards,96.96666666666667,103.56666666666666
72,2016-03-25,Atlanta Hawks,Milwaukee Bucks,97.63333333333334,101.6
73,2016-03-26,Atlanta Hawks,Detroit Pistons,97.36666666666666,103.36666666666666
74,2016-03-28,Atlanta Hawks,Chicago Bulls,97.5,105.6
75,2016-03-30,Atlanta Hawks,Toronto Raptors,97.56666666666666,101.0
76,2015-10-28,Boston Celtics,Philadelphia 76ers,,
77,2015-10-30,Boston Celtics,Toronto Raptors,95.0,99.0
78,2015-11-01,Boston Celtics,San Antonio Spurs,104.0,93.5
79,2015-11-04,Boston Celtics,Indiana Pacers,101.0,99.25
80,2015-11-06,Boston Celtics,Washington Wizards,100.75,104.0
81,2015-11-10,Boston Celtics,Milwaukee Bucks,100.2,101.0
82,2015-11-11,Boston Celtics,Indiana Pacers,97.33333333333333,95.875
84,2015-11-15,Boston Celtics,Oklahoma City Thunder,97.375,104.55555555555556
85,2015-11-16,Boston Celtics,Houston Rockets,96.0,108.3
86,2015-11-18,Boston Celtics,Dallas Mavericks,95.9,99.45454545454545
87,2015-11-20,Boston Celtics,Brooklyn Nets,96.81818181818181,103.33333333333333
88,2015-11-22,Boston Celtics,Brooklyn Nets,96.66666666666667,104.61538461538461
90,2015-11-25,Boston Celtics,Philadelphia 76ers,99.42857142857143,103.93333333333334
91,2015-11-27,Boston Celtics,Washington Wizards,98.13333333333334,106.41666666666667
92,2015-11-29,Boston Celtics,Orlando Magic,96.875,100.5625
93,2015-11-30,Boston Celtics,Miami Heat,97.6470588235294,91.66666666666667
94,2015-12-03,Boston Celtics,Sacramento Kings,97.5,108.47368421052632
95,2015-12-05,Boston Celtics,San Antonio Spurs,97.47368421052632,88.5
96,2015-12-07,Boston Celtics,New Orleans Pelicans,98.0,109.0
97,2015-12-09,Boston Celtics,Chicago Bulls,97.76190476190476,98.27777777777777
98,2015-12-11,Boston Celtics,Golden State Warriors,97.86363636363636,101.21739130434783
99,2015-12-12,Boston Celtics,Charlotte Hornets,99.0,97.95454545454545
100,2015-12-15,Boston Celtics,Cleveland Cavaliers,98.75,96.68181818181819
101,2015-12-16,Boston Celtics,Detroit Pistons,98.36,97.6923076923077
103,2015-12-21,Boston Celtics,Minnesota Timberwolves,99.51851851851852,102.92592592592592
104,2015-12-23,Boston Celtics,Charlotte Hornets,99.5,99.11111111111111
105,2015-12-26,Boston Celtics,Detroit Pistons,99.13793103448276,99.96666666666667
106,2015-12-27,Boston Celtics,New York Knicks,98.93333333333334,99.63333333333334
107,2015-12-30,Boston Celtics,Los Angeles Lakers,98.8,106.36666666666666
108,2016-01-02,Boston Celtics,Brooklyn Nets,98.76666666666667,103.03333333333333
109,2016-01-04,Boston Celtics,Brooklyn Nets,98.93333333333334,102.9
110,2016-01-06,Boston Celtics,Detroit Pistons,98.73333333333333,100.6
111,2016-01-07,Boston Celtics,Chicago Bulls,98.76666666666667,100.2
112,2016-01-10,Boston Celtics,Memphis Grizzlies,99.36666666666666,97.96666666666667
113,2016-01-12,Boston Celtics,New York Knicks,99.33333333333333,98.63333333333334
114,2016-01-13,Boston Celtics,Indiana Pacers,100.23333333333333,98.86666666666666
115,2016-01-15,Boston Celtics,Phoenix Suns,100.53333333333333,108.43333333333334
116,2016-01-16,Boston Celtics,Washington Wizards,100.8,102.33333333333333
117,2016-01-18,Boston Celtics,Dallas Mavericks,101.16666666666667,101.3
118,2016-01-20,Boston Celtics,Toronto Raptors,101.93333333333334,96.83333333333333
119,2016-01-22,Boston Celtics,Chicago Bulls,102.06666666666666,102.13333333333334
120,2016-01-24,Boston Celtics,Philadelphia 76ers,101.4,105.03333333333333
121,2016-01-25,Boston Celtics,Washington Wizards,101.8,102.66666666666667
122,2016-01-27,Boston Celtics,Denver Nuggets,102.23333333333333,103.03333333333333
123,2016-01-29,Boston Celtics,Orlando Magic,102.0,98.5
124,2016-01-31,Boston Celtics,Orlando Magic,101.96666666666667,99.23333333333333
125,2016-02-02,Boston Celtics,New York Knicks,102.7,103.5
126,2016-02-03,Boston Celtics,Detroit Pistons,102.06666666666666,102.2
127,2016-02-05,Boston Celtics,Cleveland Cavaliers,102.13333333333334,96.8
128,2016-02-07,Boston Celtics,Sacramento Kings,102.23333333333333,108.3
129,2016-02-09,Boston Celtics,Milwaukee Bucks,102.06666666666666,103.86666666666666
130,2016-02-10,Boston Celtics,Los Angeles Clippers,102.7,98.83333333333333
131,2016-02-19,Boston Celtics,Utah Jazz,104.2,95.86666666666666
132,2016-02-21,Boston Celtics,Denver Nuggets,103.93333333333334,104.53333333333333
133,2016-02-22,Boston Celtics,Minnesota Timberwolves,103.66666666666667,104.6
134,2016-02-25,Boston Celtics,Milwaukee Bucks,104.5,103.9
135,2016-02-27,Boston Celtics,Miami Heat,105.1,98.7
136,2016-02-29,Boston Celtics,Utah Jazz,104.96666666666667,96.63333333333334
137,2016-03-02,Boston Celtics,Portland Trail Blazers,105.1,100.96666666666667
138,2016-03-04,Boston Celtics,New York Knicks,104.46666666666667,103.9
139,2016-03-05,Boston Celtics,Cleveland Cavaliers,104.6,98.86666666666666
140,2016-03-09,Boston Celtics,Memphis Grizzlies,105.46666666666667,99.4
141,2016-03-11,Boston Celtics,Houston Rockets,105.36666666666666,108.16666666666667
142,2016-03-15,Boston Celtics,Indiana Pacers,105.4,103.53333333333333
143,2016-03-16,Boston Celtics,Oklahoma City Thunder,105.46666666666667,105.43333333333334
144,2016-03-18,Boston Celtics,Toronto Raptors,105.8,100.06666666666666
145,2016-03-20,Boston Celtics,Philadelphia 76ers,106.16666666666667,110.63333333333334
146,2016-03-21,Boston Celtics,Orlando Magic,106.23333333333333,108.56666666666666
147,2016-03-23,Boston Celtics,Toronto Raptors,105.53333333333333,100.33333333333333
148,2016-03-26,Boston Celtics,Phoenix Suns,104.23333333333333,108.83333333333333
149,2016-03-28,Boston Celtics,Los Angeles Clippers,103.7,100.46666666666667
150,2016-03-31,Boston Celtics,Portland Trail Blazers,104.13333333333334,105.4
151,2015-10-28,Brooklyn Nets,Chicago Bulls,,95.0
152,2015-10-30,Brooklyn Nets,San Antonio Spurs,115.0,112.0
153,2015-10-31,Brooklyn Nets,Memphis Grizzlies,108.5,104.5
154,2015-11-02,Brooklyn Nets,Milwaukee Bucks,106.0,115.33333333333333
156,2015-11-06,Brooklyn Nets,Los Angeles Lakers,104.4,116.75
157,2015-11-07,Brooklyn Nets,Milwaukee Bucks,104.33333333333333,103.5
158,2015-11-11,Brooklyn Nets,Houston Rockets,102.85714285714286,108.57142857142857
159,2015-11-13,Brooklyn Nets,Sacramento Kings,102.25,108.55555555555556
160,2015-11-14,Brooklyn Nets,Golden State Warriors,103.22222222222223,97.7
162,2015-11-18,Brooklyn Nets,Charlotte Hornets,102.18181818181819,99.45454545454545
165,2015-11-25,Brooklyn Nets,Oklahoma City Thunder,104.35714285714286,104.13333333333334
166,2015-11-28,Brooklyn Nets,Cleveland Cavaliers,104.73333333333333,97.0625
167,2015-11-29,Brooklyn Nets,Detroit Pistons,103.8125,96.6875
168,2015-12-01,Brooklyn Nets,Phoenix Suns,102.58823529411765,105.23529411764706
169,2015-12-04,Brooklyn Nets,New York Knicks,101.94444444444444,98.15789473684211
170,2015-12-06,Brooklyn Nets,Golden State Warriors,102.26315789473684,100.33333333333333
171,2015-12-08,Brooklyn Nets,Houston Rockets,102.85,107.28571428571429
172,2015-12-10,Brooklyn Nets,Philadelphia 76ers,102.95238095238095,103.0909090909091
173,2015-12-12,Brooklyn Nets,Los Angeles Clippers,102.4090909090909,100.82608695652173
174,2015-12-14,Brooklyn Nets,Orlando Magic,102.52173913043478,99.21739130434783
175,2015-12-16,Brooklyn Nets,Miami Heat,102.625,93.6086956521739
176,2015-12-18,Brooklyn Nets,Indiana Pacers,102.68,98.66666666666667
177,2015-12-20,Brooklyn Nets,Minnesota Timberwolves,102.73076923076923,103.61538461538461
178,2015-12-21,Brooklyn Nets,Chicago Bulls,102.62962962962963,99.32
179,2015-12-23,Brooklyn Nets,Dallas Mavericks,102.60714285714286,100.5
180,2015-12-26,Brooklyn Nets,Washington Wizards,103.17241379310344,104.96296296296296
181,2015-12-28,Brooklyn Nets,Miami Heat,103.43333333333334,94.82758620689656
182,2015-12-30,Brooklyn Nets,Orlando Magic,103.1,98.93333333333334
185,2016-01-06,Brooklyn Nets,Toronto Raptors,102.9,98.1
186,2016-01-08,Brooklyn Nets,Orlando Magic,102.56666666666666,98.23333333333333
187,2016-01-09,Brooklyn Nets,Detroit Pistons,101.86666666666666,100.3
188,2016-01-11,Brooklyn Nets,San Antonio Spurs,102.16666666666667,88.86666666666666
189,2016-01-13,Brooklyn Nets,New York Knicks,102.43333333333334,99.43333333333334
190,2016-01-15,Brooklyn Nets,Portland Trail Blazers,102.2,102.16666666666667
192,2016-01-18,Brooklyn Nets,Toronto Raptors,103.36666666666666,97.06666666666666
193,2016-01-20,Brooklyn Nets,Cleveland Cavaliers,103.23333333333333,96.56666666666666
194,2016-01-22,Brooklyn Nets,Utah Jazz,102.26666666666667,99.83333333333333
195,2016-01-24,Brooklyn Nets,Oklahoma City Thunder,102.5,98.03333333333333
196,2016-01-26,Brooklyn Nets,Miami Heat,102.36666666666666,97.46666666666667
197,2016-01-29,Brooklyn Nets,Dallas Mavericks,102.76666666666667,102.86666666666666
198,2016-01-30,Brooklyn Nets,New Orleans Pelicans,103.03333333333333,103.0
199,2016-02-01,Brooklyn Nets,Detroit Pistons,103.5,102.93333333333334
200,2016-02-03,Brooklyn Nets,Indiana Pacers,103.4,102.1
201,2016-02-05,Brooklyn Nets,Sacramento Kings,103.4,107.83333333333333
202,2016-02-06,Brooklyn Nets,Philadelphia 76ers,103.86666666666666,107.73333333333333
203,2016-02-08,Brooklyn Nets,Denver Nuggets,104.26666666666667,104.63333333333334
204,2016-02-10,Brooklyn Nets,Memphis Grizzlies,104.23333333333333,98.13333333333334
205,2016-02-19,Brooklyn Nets,New York Knicks,104.36666666666666,103.03333333333333
206,2016-02-21,Brooklyn Nets,Charlotte Hornets,104.16666666666667,102.6
207,2016-02-23,Brooklyn Nets,Portland Trail Blazers,104.16666666666667,102.3
208,2016-02-25,Brooklyn Nets,Phoenix Suns,104.56666666666666,108.86666666666666
209,2016-02-27,Brooklyn Nets,Utah Jazz,104.7,97.0
210,2016-02-29,Brooklyn Nets,Los Angeles Clippers,103.93333333333334,99.5
211,2016-03-01,Brooklyn Nets,Los Angeles Lakers,103.73333333333333,107.16666666666667
212,2016-03-04,Brooklyn Nets,Denver Nuggets,103.8,104.23333333333333
213,2016-03-05,Brooklyn Nets,Minnesota Timberwolves,104.46666666666667,108.1
214,2016-03-08,Brooklyn Nets,Toronto Raptors,105.63333333333334,100.36666666666666
215,2016-03-11,Brooklyn Nets,Philadelphia 76ers,105.66666666666667,110.66666666666667
216,2016-03-13,Brooklyn Nets,Milwaukee Bucks,105.8,102.53333333333333
217,2016-03-15,Brooklyn Nets,Philadelphia 76ers,106.66666666666667,110.36666666666666
218,2016-03-17,Brooklyn Nets,Chicago Bulls,107.03333333333333,106.1
219,2016-03-19,Brooklyn Nets,Detroit Pistons,107.43333333333334,104.5
220,2016-03-22,Brooklyn Nets,Charlotte Hornets,107.8,101.4
221,2016-03-24,Brooklyn Nets,Cleveland Cavaliers,107.43333333333334,100.76666666666667
222,2016-03-26,Brooklyn Nets,Indiana Pacers,106.8,100.83333333333333
223,2016-03-28,Brooklyn Nets,Miami Heat,106.73333333333333,101.93333333333334
224,2016-03-29,Brooklyn Nets,Orlando Magic,107.36666666666666,108.56666666666666
225,2016-03-31,Brooklyn Nets,Cleveland Cavaliers,108.4,101.0
226,2015-10-28,Charlotte Hornets,Miami Heat,,
229,2015-11-03,Charlotte Hornets,Chicago Bulls,98.33333333333333,95.0
230,2015-11-05,Charlotte Hornets,Dallas Mavericks,100.0,98.5
231,2015-11-07,Charlotte Hornets,San Antonio Spurs,98.8,92.0
232,2015-11-10,Charlotte Hornets,Minnesota Timberwolves,101.33333333333333,98.5
233,2015-11-11,Charlotte Hornets,New York Knicks,100.42857142857143,101.5
234,2015-11-13,Charlotte Hornets,Chicago Bulls,99.5,99.75
235,2015-11-15,Charlotte Hornets,Portland Trail Blazers,99.77777777777777,103.6
236,2015-11-17,Charlotte Hornets,New York Knicks,99.2,98.54545454545455
238,2015-11-20,Charlotte Hornets,Philadelphia 76ers,100.41666666666667,104.16666666666667
239,2015-11-23,Charlotte Hornets,Sacramento Kings,99.46153846153847,106.92857142857143
240,2015-11-25,Charlotte Hornets,Washington Wizards,101.07142857142857,106.9090909090909
241,2015-11-27,Charlotte Hornets,Cleveland Cavaliers,100.13333333333334,97.53333333333333
242,2015-11-29,Charlotte Hornets,Milwaukee Bucks,99.8125,106.125
243,2015-12-02,Charlotte Hornets,Golden State Warriors,98.76470588235294,99.94736842105263
244,2015-12-05,Charlotte Hornets,Chicago Bulls,99.72222222222223,97.75
245,2015-12-07,Charlotte Hornets,Detroit Pistons,99.52631578947368,97.47619047619048
246,2015-12-09,Charlotte Hornets,Miami Heat,98.75,93.3157894736842
247,2015-12-11,Charlotte Hornets,Memphis Grizzlies,97.9047619047619,100.34782608695652
249,2015-12-16,Charlotte Hornets,Orlando Magic,97.95652173913044,98.5
250,2015-12-17,Charlotte Hornets,Toronto Raptors,98.58333333333333,95.8076923076923
251,2015-12-19,Charlotte Hornets,Washington Wizards,98.6,105.95833333333333
252,2015-12-21,Charlotte Hornets,Houston Rockets,99.0,106.0
254,2015-12-26,Charlotte Hornets,Memphis Grizzlies,99.21428571428571,99.63333333333334
255,2015-12-28,Charlotte Hornets,Los Angeles Lakers,98.96551724137932,107.16666666666667
256,2015-12-30,Charlotte Hornets,Los Angeles Clippers,98.93333333333334,100.7
257,2016-01-01,Charlotte Hornets,Toronto Raptors,99.53333333333333,96.43333333333334
258,2016-01-02,Charlotte Hornets,Oklahoma City Thunder,99.76666666666667,99.43333333333334
259,2016-01-04,Charlotte Hornets,Golden State Warriors,100.26666666666667,102.2
260,2016-01-06,Charlotte Hornets,Phoenix Suns,100.46666666666667,107.26666666666667
261,2016-01-09,Charlotte Hornets,Los Angeles Clippers,101.03333333333333,99.93333333333334
262,2016-01-10,Charlotte Hornets,Denver Nuggets,100.46666666666667,102.93333333333334
264,2016-01-15,Charlotte Hornets,New Orleans Pelicans,100.16666666666667,103.6
265,2016-01-16,Charlotte Hornets,Milwaukee Bucks,100.4,103.53333333333333
266,2016-01-18,Charlotte Hornets,Utah Jazz,100.76666666666667,98.13333333333334
267,2016-01-20,Charlotte Hornets,Oklahoma City Thunder,101.33333333333333,98.1
268,2016-01-22,Charlotte Hornets,Orlando Magic,101.26666666666667,97.83333333333333
269,2016-01-23,Charlotte Hornets,New York Knicks,102.2,102.26666666666667
270,2016-01-25,Charlotte Hornets,Sacramento Kings,100.93333333333334,106.76666666666667
271,2016-01-27,Charlotte Hornets,Utah Jazz,102.3,99.13333333333334
272,2016-01-29,Charlotte Hornets,Portland Trail Blazers,102.53333333333333,103.7
273,2016-01-31,Charlotte Hornets,Los Angeles Lakers,103.43333333333334,106.9
274,2016-02-03,Charlotte Hornets,Cleveland Cavaliers,102.3,96.5
275,2016-02-05,Charlotte Hornets,Miami Heat,102.33333333333333,97.33333333333333
276,2016-02-06,Charlotte Hornets,Washington Wizards,102.8,105.73333333333333
277,2016-02-08,Charlotte Hornets,Chicago Bulls,103.56666666666666,104.13333333333334
278,2016-02-10,Charlotte Hornets,Indiana Pacers,103.3,100.06666666666666
279,2016-02-19,Charlotte Hornets,Milwaukee Bucks,103.2,104.0
281,2016-02-24,Charlotte Hornets,Cleveland Cavaliers,102.5,97.8
282,2016-02-26,Charlotte Hornets,Indiana Pacers,102.66666666666667,101.83333333333333
284,2016-03-01,Charlotte Hornets,Phoenix Suns,101.93333333333334,109.96666666666667
285,2016-03-02,Charlotte Hornets,Philadelphia 76ers,101.93333333333334,109.5
286,2016-03-04,Charlotte Hornets,Indiana Pacers,101.96666666666667,102.53333333333333
287,2016-03-07,Charlotte Hornets,Minnesota Timberwolves,101.26666666666667,108.2
288,2016-03-09,Charlotte Hornets,New Orleans Pelicans,101.23333333333333,104.3
289,2016-03-11,Charlotte Hornets,Detroit Pistons,101.36666666666666,101.33333333333333
290,2016-03-12,Charlotte Hornets,Houston Rockets,101.1,107.4
291,2016-03-14,Charlotte Hornets,Dallas Mavericks,101.03333333333333,104.8
292,2016-03-16,Charlotte Hornets,Orlando Magic,101.36666666666666,107.46666666666667
293,2016-03-17,Charlotte Hornets,Miami Heat,101.5,101.33333333333333
294,2016-03-19,Charlotte Hornets,Denver Nuggets,102.23333333333333,107.23333333333333
295,2016-03-21,Charlotte Hornets,San Antonio Spurs,101.96666666666667,96.03333333333333
297,2016-03-25,Charlotte Hornets,Detroit Pistons,100.76666666666667,103.7
298,2016-03-26,Charlotte Hornets,Milwaukee Bucks,100.86666666666666,101.9
299,2016-03-29,Charlotte Hornets,Philadelphia 76ers,100.03333333333333,111.8
300,2015-10-27,Chicago Bulls,Cleveland Cavaliers,,
302,2015-10-30,Chicago Bulls,Detroit Pistons,97.5,90.5
303,2015-11-01,Chicago Bulls,Orlando Magic,97.66666666666667,113.5
305,2015-11-05,Chicago Bulls,Oklahoma City Thunder,102.0,109.6
306,2015-11-07,Chicago Bulls,Minnesota Timberwolves,101.33333333333333,97.75
307,2015-11-09,Chicago Bulls,Philadelphia 76ers,101.42857142857143,103.66666666666667
309,2015-11-16,Chicago Bulls,Indiana Pacers,99.44444444444444,96.1
310,2015-11-18,Chicago Bulls,Phoenix Suns,99.0,100.2
311,2015-11-20,Chicago Bulls,Golden State Warriors,98.81818181818181,100.23076923076923
312,2015-11-24,Chicago Bulls,Portland Trail Blazers,99.41666666666667,101.8
313,2015-11-27,Chicago Bulls,Indiana Pacers,98.53846153846153,95.28571428571429
314,2015-11-30,Chicago Bulls,San Antonio Spurs,98.92857142857143,89.70588235294117
315,2015-12-02,Chicago Bulls,Denver Nuggets,98.26666666666667,103.05555555555556
317,2015-12-07,Chicago Bulls,Phoenix Suns,98.0,105.42857142857143
319,2015-12-10,Chicago Bulls,Los Angeles Clippers,98.63157894736842,101.63636363636364
320,2015-12-12,Chicago Bulls,New Orleans Pelicans,97.7,108.9090909090909
321,2015-12-14,Chicago Bulls,Philadelphia 76ers,97.52380952380952,102.84
322,2015-12-16,Chicago Bulls,Memphis Grizzlies,97.45454545454545,101.0
323,2015-12-18,Chicago Bulls,Detroit Pistons,96.91304347826087,98.37037037037037
324,2015-12-19,Chicago Bulls,New York Knicks,99.0,99.25925925925925
326,2015-12-25,Chicago Bulls,Oklahoma City Thunder,99.53846153846153,99.03448275862068
327,2015-12-26,Chicago Bulls,Dallas Mavericks,99.4074074074074,101.10344827586206
328,2015-12-28,Chicago Bulls,Toronto Raptors,100.07142857142857,96.26666666666667
329,2015-12-30,Chicago Bulls,Indiana Pacers,99.96551724137932,98.33333333333333
330,2016-01-01,Chicago Bulls,New York Knicks,99.96666666666667,98.76666666666667
331,2016-01-03,Chicago Bulls,Toronto Raptors,99.5,96.53333333333333
332,2016-01-05,Chicago Bulls,Milwaukee Bucks,99.93333333333334,103.63333333333334
335,2016-01-11,Chicago Bulls,Washington Wizards,100.03333333333333,103.43333333333334
336,2016-01-12,Chicago Bulls,Milwaukee Bucks,100.56666666666666,104.43333333333334
337,2016-01-14,Chicago Bulls,Philadelphia 76ers,100.7,105.13333333333334
338,2016-01-15,Chicago Bulls,Dallas Mavericks,101.46666666666667,101.26666666666667
339,2016-01-18,Chicago Bulls,Detroit Pistons,101.0,99.9
340,2016-01-20,Chicago Bulls,Golden State Warriors,101.2,104.13333333333334
342,2016-01-23,Chicago Bulls,Cleveland Cavaliers,102.26666666666667,95.5
343,2016-01-25,Chicago Bulls,Miami Heat,102.1,97.26666666666667
344,2016-01-28,Chicago Bulls,Los Angeles Lakers,101.6,106.4
345,2016-01-31,Chicago Bulls,Los Angeles Clippers,101.66666666666667,99.26666666666667
346,2016-02-01,Chicago Bulls,Utah Jazz,102.66666666666667,98.13333333333334
347,2016-02-03,Chicago Bulls,Sacramento Kings,102.76666666666667,107.53333333333333
348,2016-02-05,Chicago Bulls,Denver Nuggets,102.73333333333333,104.1
349,2016-02-06,Chicago Bulls,Minnesota Timberwolves,103.06666666666666,104.2
352,2016-02-18,Chicago Bulls,Cleveland Cavaliers,105.16666666666667,97.13333333333334
353,2016-02-19,Chicago Bulls,Toronto Raptors,105.86666666666666,97.73333333333333
354,2016-02-21,Chicago Bulls,Los Angeles Lakers,104.5,106.0
355,2016-02-24,Chicago Bulls,Washington Wizards,104.76666666666667,103.6
357,2016-02-27,Chicago Bulls,Portland Trail Blazers,104.96666666666667,102.8
358,2016-03-01,Chicago Bulls,Miami Heat,104.46666666666667,98.46666666666667
359,2016-03-02,Chicago Bulls,Orlando Magic,105.53333333333333,106.1
360,2016-03-05,Chicago Bulls,Houston Rockets,105.6,109.03333333333333
361,2016-03-07,Chicago Bulls,Milwaukee Bucks,106.23333333333333,103.33333333333333
362,2016-03-10,Chicago Bulls,San Antonio Spurs,105.46666666666667,96.53333333333333
363,2016-03-11,Chicago Bulls,Miami Heat,105.56666666666666,100.13333333333334
364,2016-03-14,Chicago Bulls,Toronto Raptors,106.43333333333334,100.7
365,2016-03-16,Chicago Bulls,Washington Wizards,106.0,105.26666666666667
367,2016-03-19,Chicago Bulls,Utah Jazz,105.96666666666667,96.66666666666667
368,2016-03-21,Chicago Bulls,Sacramento Kings,105.1,110.16666666666667
369,2016-03-23,Chicago Bulls,New York Knicks,105.73333333333333,103.66666666666667
370,2016-03-24,Chicago Bulls,New York Knicks,106.2,103.8
371,2016-03-26,Chicago Bulls,Orlando Magic,105.56666666666666,109.2
373,2016-03-29,Chicago Bulls,Indiana Pacers,106.23333333333333,101.0
