,date_game,team_name,opposing_team,Team TS%,Team eFG%,Team ORtg,Opp TS%,Opp eFG%,Opp ORtg
0,2015-10-27,Atlanta Hawks,Detroit Pistons,,,,,,
1,2015-10-29,Atlanta Hawks,New York Knicks,0.53,0.5,98.6,0.563,0.5,128.2
2,2015-10-30,Atlanta Hawks,Charlotte Hornets,0.5615,0.5329999999999999,104.4,0.486,0.429,102.4
3,2015-11-01,Atlanta Hawks,Charlotte Hornets,0.5486666666666666,0.5159999999999999,102.7,0.4935,0.45299999999999996,99.35
4,2015-11-03,Atlanta Hawks,Miami Heat,0.53625,0.502,102.325,0.5783333333333333,0.528,109.0
5,2015-11-04,Atlanta Hawks,Brooklyn Nets,0.5274,0.49160000000000004,102.17999999999999,0.497,0.462,96.875
6,2015-11-06,Atlanta Hawks,New Orleans Pelicans,0.5366666666666666,0.49950000000000006,103.66666666666667,0.4965,0.459,98.5
7,2015-11-07,Atlanta Hawks,Washington Wizards,0.5535714285714286,0.5125714285714286,106.32857142857142,0.542,0.49560000000000004,101.62
8,2015-11-09,Atlanta Hawks,Minnesota Timberwolves,0.556625,0.51575,107.33749999999999,0.5077999999999999,0.4386,98.72
9,2015-11-11,Atlanta Hawks,New Orleans Pelicans,0.5615555555555556,0.5236666666666667,107.34444444444443,0.5325714285714286,0.4968571428571429,104.54285714285713
10,2015-11-13,Atlanta Hawks,Boston Celtics,0.5624,0.526,107.53999999999999,0.5144285714285715,0.462,101.78571428571429
11,2015-11-15,Atlanta Hawks,Utah Jazz,0.5610909090909092,0.5248181818181817,106.7272727272727,0.507888888888889,0.46655555555555556,103.25555555555555
12,2015-11-17,Atlanta Hawks,Brooklyn Nets,0.56225,0.5259999999999999,106.84999999999998,0.4962999999999999,0.46060000000000006,99.11999999999999
13,2015-11-18,Atlanta Hawks,Sacramento Kings,0.5602307692307693,0.5249999999999999,106.0230769230769,0.5309999999999999,0.49954545454545457,103.4090909090909
14,2015-11-21,Atlanta Hawks,Cleveland Cavaliers,0.5571428571428573,0.5216428571428571,105.97857142857141,0.5553333333333332,0.5243333333333333,109.42500000000001
15,2015-11-24,Atlanta Hawks,Boston Celtics,0.5533333333333333,0.5159333333333332,105.81999999999998,0.5306923076923076,0.48999999999999994,105.71538461538461
16,2015-11-25,Atlanta Hawks,Minnesota Timberwolves,0.5609375000000001,0.5235624999999999,106.82499999999999,0.5336428571428572,0.4767857142857144,103.05714285714286
17,2015-11-27,Atlanta Hawks,Memphis Grizzlies,0.5566470588235295,0.5178823529411763,106.38823529411764,0.5191250000000001,0.45987500000000003,102.1375
18,2015-11-28,Atlanta Hawks,San Antonio Spurs,0.5611666666666667,0.5202222222222221,107.33888888888889,0.5465625,0.515625,105.2625
19,2015-11-30,Atlanta Hawks,Oklahoma City Thunder,0.5566315789473685,0.5170526315789473,106.5,0.5642941176470588,0.5231764705882354,110.59411764705885
20,2015-12-02,Atlanta Hawks,Toronto Raptors,0.5556,0.51565,106.705,0.5385,0.4847222222222223,107.0
21,2015-12-04,Atlanta Hawks,Los Angeles Lakers,0.5502380952380952,0.5106666666666667,106.05238095238094,0.5081666666666667,0.45905555555555566,100.8111111111111
22,2015-12-09,Atlanta Hawks,Dallas Mavericks,0.5526818181818182,0.5132727272727272,106.32272727272726,0.5432272727272728,0.49909090909090903,104.81363636363636
23,2015-12-10,Atlanta Hawks,Oklahoma City Thunder,0.5526086956521739,0.5135217391304348,106.2086956521739,0.5602857142857143,0.517904761904762,110.50000000000003
24,2015-12-12,Atlanta Hawks,San Antonio Spurs,0.5517916666666666,0.5135,106.02916666666665,0.5515833333333333,0.5200000000000001,107.32916666666667
25,2015-12-14,Atlanta Hawks,Miami Heat,0.5476399999999999,0.5092,105.00399999999999,0.5375909090909091,0.49854545454545457,102.92727272727275
26,2015-12-16,Atlanta Hawks,Philadelphia 76ers,0.5452692307692307,0.5065384615384615,104.56153846153846,0.5000384615384614,0.4656538461538462,94.13846153846154
27,2015-12-18,Atlanta Hawks,Boston Celtics,0.5516296296296296,0.5129259259259259,105.51851851851852,0.5251538461538461,0.486076923076923,104.72692307692309
28,2015-12-20,Atlanta Hawks,Orlando Magic,0.55125,0.5120714285714286,105.54642857142858,0.5267307692307692,0.49242307692307696,104.31153846153846
29,2015-12-21,Atlanta Hawks,Portland Trail Blazers,0.5526896551724138,0.5141034482758621,105.63793103448276,0.5408620689655173,0.5063793103448275,107.1
