,date_game,team_name,opposing_team,Team TS%,Team eFG%,Team ORtg,Opp TS%,Opp eFG%,Opp ORtg
0,2014-10-29,Atlanta Hawks,Toronto Raptors,,,,,,
1,2014-11-01,Atlanta Hawks,Indiana Pacers,0.583,0.581,109.1,0.5505,0.5165,105.85
2,2014-11-05,Atlanta Hawks,San Antonio Spurs,0.597,0.5695,109.55,0.5805,0.5455,106.75
3,2014-11-07,Atlanta Hawks,Charlotte Hornets,0.5563333333333333,0.532,105.46666666666665,0.5014000000000001,0.45919999999999994,99.41999999999999
4,2014-11-08,Atlanta Hawks,New York Knicks,0.55975,0.532,105.25,0.5131666666666667,0.47866666666666663,104.06666666666666
5,2014-11-10,Atlanta Hawks,New York Knicks,0.5542,0.5182,107.35999999999999,0.517,0.48514285714285715,104.61428571428571
6,2014-11-12,Atlanta Hawks,Utah Jazz,0.5528333333333334,0.507,106.8,0.5545,0.509125,108.32500000000002
7,2014-11-14,Atlanta Hawks,Miami Heat,0.559,0.5162857142857143,107.47142857142856,0.5662499999999999,0.53075,109.80000000000001
8,2014-11-15,Atlanta Hawks,Cleveland Cavaliers,0.572875,0.530875,109.35,0.5494285714285715,0.49214285714285705,113.6
9,2014-11-18,Atlanta Hawks,Los Angeles Lakers,0.5637777777777777,0.5231111111111111,107.92222222222222,0.5174,0.46160000000000007,107.47999999999998
10,2014-11-21,Atlanta Hawks,Detroit Pistons,0.5647,0.5243,109.08,0.49449999999999994,0.4628333333333334,101.08333333333333
11,2014-11-25,Atlanta Hawks,Washington Wizards,0.5625454545454546,0.5226363636363637,109.11818181818181,0.5360833333333334,0.49875,105.35833333333333
12,2014-11-26,Atlanta Hawks,Toronto Raptors,0.5598333333333334,0.5178333333333334,109.22500000000001,0.5573571428571429,0.5002857142857143,114.62142857142855
13,2014-11-28,Atlanta Hawks,New Orleans Pelicans,0.5645384615384615,0.5220769230769231,110.35384615384616,0.5383846153846155,0.49961538461538463,111.23076923076921
14,2014-11-29,Atlanta Hawks,Charlotte Hornets,0.5659285714285714,0.5228571428571429,110.46428571428574,0.5070588235294117,0.46958823529411764,102.0764705882353
15,2014-12-02,Atlanta Hawks,Boston Celtics,0.5708666666666667,0.5288666666666668,110.97333333333334,0.5355,0.5045000000000001,106.5
16,2014-12-03,Atlanta Hawks,Miami Heat,0.5738125000000001,0.5327500000000001,110.92500000000001,0.562,0.5195294117647059,107.51764705882354
17,2014-12-05,Atlanta Hawks,Brooklyn Nets,0.5792352941176472,0.538,111.55882352941178,0.5375882352941176,0.495764705882353,105.38823529411764
